# Features with |correlation| < 0.01
# Total: 279 features

X322	0.009956
X332	-0.009787
X745	0.009749
X599	0.009669
X743	-0.009612
X107	-0.009610
X746	-0.009548
X482	0.009522
X643	0.009495
X638	0.009475
X616	-0.009458
X320	-0.009452
X489	0.009417
X448	0.009391
X604	-0.009353
X405	0.009330
X321	0.009330
X363	0.009330
X305	-0.009297
X548	0.009270
X585	0.009208
X108	0.009185
X717	0.009124
X66	0.009072
X344	-0.009061
X410	0.008991
X386	0.008930
X635	0.008898
X547	-0.008860
X402	-0.008836
X96	-0.008761
X323	-0.008713
X696	-0.008689
X248	-0.008637
X556	-0.008630
X84	-0.008593
X392	0.008577
X699	0.008543
X441	0.008537
X540	0.008510
X541	-0.008415
X583	0.008391
X554	0.008378
X192	-0.008304
X415	0.008287
X683	0.008273
X642	0.008227
X734	0.008221
X365	-0.008200
X536	0.008193
X118	0.008185
X254	-0.008175
X564	0.008128
X513	0.008087
X164	0.008046
X122	0.008046
X80	0.008046
X716	0.008005
X166	0.007975
X206	-0.007942
X494	0.007937
X567	0.007927
X535	-0.007926
X255	-0.007891
X338	-0.007851
X199	-0.007819
X249	0.007816
X634	0.007790
X552	0.007714
X542	0.007692
X469	0.007684
X622	0.007627
X617	-0.007621
X135	0.007609
X148	0.007607
X58	0.007578
X154	0.007573
X749	0.007517
X348	-0.007499
X596	0.007445
X509	0.007439
X678	0.007426
X477	0.007376
X314	-0.007370
X650	-0.007336
X649	-0.007255
X227	-0.007227
X601	-0.007211
X258	0.007195
X654	-0.007180
X640	-0.007173
X695	0.007152
X455	0.007057
X447	0.006925
X487	0.006896
X515	0.006892
X177	0.006843
X565	-0.006837
X260	0.006811
X253	-0.006789
X510	0.006664
X160	0.006645
X594	0.006573
X573	0.006573
X4	0.006542
X698	0.006530
X672	0.006525
X114	0.006493
X720	0.006434
X149	-0.006417
X633	0.006398
X637	0.006242
X112	0.006185
X589	0.006182
X381	-0.006045
X339	-0.006045
X423	-0.006045
X229	0.006014
X1	-0.006010
X550	-0.006006
X524	0.006005
X538	-0.005988
X519	0.005960
X461	-0.005942
X106	0.005899
X409	0.005875
X194	0.005826
X213	-0.005824
X631	0.005822
X559	-0.005816
X676	-0.005747
X528	0.005666
X530	0.005657
X694	0.005534
X201	0.005497
X92	-0.005490
X176	-0.005490
X134	-0.005490
X621	0.005401
X259	0.005359
X308	-0.005340
X544	-0.005338
X440	0.005329
X523	-0.005327
X641	0.005249
X454	0.005240
X180	0.005173
X252	-0.005152
X692	-0.005129
X618	-0.005083
X630	0.005069
X72	0.004968
X327	0.004965
X369	0.004965
X411	0.004965
X724	0.004940
X391	0.004888
X702	0.004869
X234	0.004783
X703	0.004781
X598	-0.004728
X516	0.004614
X677	0.004581
X779	0.004511
X517	-0.004432
X603	0.004352
X396	-0.004336
X208	0.004334
X593	0.004278
X142	0.004236
X241	0.004062
X511	-0.004039
X526	-0.004036
X413	0.003981
X691	0.003874
X481	0.003824
X520	-0.003811
X97	0.003795
X397	0.003783
X403	0.003709
X741	0.003687
X561	0.003654
X207	-0.003617
X646	-0.003567
X514	-0.003515
X488	0.003455
X221	0.003450
X8	-0.003430
X220	-0.003430
X100	0.003411
X468	0.003387
X595	-0.003341
X706	0.003334
X597	0.003322
X389	-0.003239
X395	-0.003234
X138	0.003192
X632	0.003127
X446	0.003056
X690	0.003012
X200	-0.002959
X645	0.002908
X193	-0.002853
X512	0.002824
X250	0.002796
X701	-0.002762
X738	0.002701
X120	0.002695
X7	-0.002594
X651	-0.002520
X476	0.002511
X775	0.002492
X401	-0.002478
X707	0.002437
X518	0.002384
X390	0.002321
X214	0.002300
X682	0.002299
X532	-0.002244
X774	0.002238
X425	-0.002225
X529	-0.002206
X655	-0.002173
X419	0.002166
X453	0.002142
X577	-0.002098
X143	0.001993
X251	-0.001932
X773	-0.001907
X772	-0.001883
X685	-0.001877
X619	-0.001867
X126	-0.001859
X697	-0.001811
X600	0.001809
X689	0.001751
X636	-0.001675
X228	-0.001668
X377	0.001666
X728	0.001646
X776	0.001623
X6	-0.001548
X474	-0.001488
X101	-0.001161
X681	0.001098
X333	-0.001054
X417	-0.001054
X375	-0.001054
X5	0.001035
X688	-0.001007
X335	0.000977
X78	0.000942
X329	-0.000925
X562	0.000918
X778	0.000760
X256	0.000759
X439	0.000696
X383	-0.000687
X132	-0.000654
X467	0.000598
X687	0.000597
X462	0.000564
X341	-0.000499
X686	0.000499
X620	0.000420
X710	0.000405
X711	0.000358
X777	0.000356
X571	-0.000324
X9	-0.000286
X371	0.000258
X693	-0.000196
X568	-0.000165
X647	0.000139
X86	0.000120
X170	0.000120
X128	0.000120
X475	-0.000063
X407	-0.000028
